Magazine,Number of contribution in magazine,Contributor: Last name / first name,Pseudonym / abbreviation used,Source of contributor data,Sex,Country of Origin,Year of Birth,Year of Death,Age at contribution,Title of contribution,Issue number,Original issue date,Calculable issue date,Type of contribution: comparable,Language,Dedication,Translator,Original language
Alma Española,551,"Pérez Triana, Santiago",,http://viaf.org/viaf/71531251,M,Colombia,1858,1916,46,Apuntes internacionales: Roosevelt el afortunado,18,13 de marzo de 1904,1904-03-13,Non-fictional Prose,Spanish,,,
Alma Española,552,Anonymous,,n.I.,NA,NA,NA,NA,NA,Roosevelt arengando al pueblo en defensa de su propia candidatura,18,13 de marzo de 1904,1904-03-13,Image,n.I.,,,
Alma Española,553,Anonymous,,n.I.,NA,NA,NA,NA,NA,Senador Hanna,18,13 de marzo de 1904,1904-03-13,Image,n.I.,,,
Alma Española,554,"Martínez Sierra, Gregorio",,http://viaf.org/viaf/49350022,M,Spain,1881,1947,23,Actualidad literaria: Mauricio Maeterlinck,18,13 de marzo de 1904,1904-03-13,Review,Spanish,,,
Alma Española,555,Anonymous,,n.I.,NA,NA,NA,NA,NA,Maeterlinck,18,13 de marzo de 1904,1904-03-13,Image,n.I.,,,
Alma Española,556,"Verdugo Landi, Francisco",,http://viaf.org/viaf/87251831,M,Spain,1874,1959,30,Maeterlinck,18,13 de marzo de 1904,1904-03-13,Image,n.I.,,,
Alma Española,557,"López Ballesteros, Luis",,http://viaf.org/viaf/35483326,M,Puerto Rico,1869,1933,35,Política: Los muertos,18,13 de marzo de 1904,1904-03-13,Fictional Prose,Spanish,,,
Alma Española,558,"Verdugo Landi, Francisco",,http://viaf.org/viaf/87251831,M,Spain,1874,1959,30,El elefante invulnerable,18,13 de marzo de 1904,1904-03-13,Image,n.I.,,,
Alma Española,559,El Sastre del Campillo,,First search unsuccessful,NA,NA,NA,NA,NA,S. E. Don Nadie,18,13 de marzo de 1904,1904-03-13,Fictional Prose,Spanish,,,
Alma Española,560,"Cicero, Marcus Tullius",,http://viaf.org/viaf/78769600,M,Italy,-106,-43,deceased,No title,18,13 de marzo de 1904,1904-03-13,Non-fictional Prose,Spanish,,,
Alma Española,561,"Crawford, Francis Marion",,http://viaf.org/viaf/4958780,M,Italy,1854,1909,50,No title,18,13 de marzo de 1904,1904-03-13,Non-fictional Prose,Spanish,,,
Alma Española,562,"Navarro Lamarca, Carlos",,http://viaf.org/viaf/90579257,M,Argentina,1868,NA,36,La abadía de Westminster: El Rincón de los Poetas,18,13 de marzo de 1904,1904-03-13,Non-fictional Prose,Spanish,,,
Alma Española,563,Anonymous,,n.I.,NA,NA,NA,NA,NA,Shakespeare,18,13 de marzo de 1904,1904-03-13,Image,n.I.,,,
Alma Española,564,Anonymous,,n.I.,NA,NA,NA,NA,NA,Byron,18,13 de marzo de 1904,1904-03-13,Image,n.I.,,,
Alma Española,565,Anonymous,,n.I.,NA,NA,NA,NA,NA,Milton,18,13 de marzo de 1904,1904-03-13,Image,n.I.,,,
Alma Española,566,Anonymous,,n.I.,NA,NA,NA,NA,NA,Longfellow,18,13 de marzo de 1904,1904-03-13,Image,n.I.,,,
Alma Española,567,"Francés, José",,http://viaf.org/viaf/100256859,M,Spain,1883,1964,21,Visto y leído: Glosar de semanarios,18,13 de marzo de 1904,1904-03-13,Magazine Review,Spanish,,,
Alma Española,568,"Sawa, Alejandro",,http://viaf.org/viaf/59126336,M,Spain,1862,1909,42,Ante el misterio,18,13 de marzo de 1904,1904-03-13,Fictional Prose,Spanish,,,
Alma Española,569,"Pérez Donaz, Ernesto",,http://viaf.org/viaf/87157937,M,Spain,1875,1938,29,¡El colmo!,18,13 de marzo de 1904,1904-03-13,Image,n.I.,,,
Alma Española,570,"Verdugo Landi, Francisco",,http://viaf.org/viaf/87251831,M,Spain,1874,1959,30,La playa del hambre,18,13 de marzo de 1904,1904-03-13,Image,n.I.,,,
Alma Española,571,"Acebal, Francisco",,http://viaf.org/viaf/25927607,M,Spain,1866,1933,38,Gacetillas: Caridad internacional,18,13 de marzo de 1904,1904-03-13,Non-fictional Prose,Spanish,,,
Alma Española,572,"Acebal, Francisco",,http://viaf.org/viaf/25927607,M,Spain,1866,1933,38,Gacetillas: Carcoma,18,13 de marzo de 1904,1904-03-13,Non-fictional Prose,Spanish,,,
Alma Española,573,"Acebal, Francisco",,http://viaf.org/viaf/25927607,M,Spain,1866,1933,38,Sin Marruecos...,18,13 de marzo de 1904,1904-03-13,Fictional Prose,Spanish,,,
Alma Española,574,"Alas, Genaro",,http://viaf.org/viaf/18864833,M,Spain,1845,1918,59,Introito,18,13 de marzo de 1904,1904-03-13,Non-fictional Prose,Spanish,,,
Alma Española,575,"Sawa, Miguel",,http://viaf.org/viaf/87172319,M,Spain,1866,1910,38,Gacetillas: Ganarás el pan...,18,13 de marzo de 1904,1904-03-13,Non-fictional Prose,Spanish,,,
Alma Española,576,"Acebal, Francisco",,http://viaf.org/viaf/25927607,M,Spain,1866,1933,38,Gacetillas: La guerra y la agricultura,18,13 de marzo de 1904,1904-03-13,Non-fictional Prose,Spanish,,,
Alma Española,577,"Acebal, Francisco",,http://viaf.org/viaf/25927607,M,Spain,1866,1933,38,Gacetillas: Costumbres,18,13 de marzo de 1904,1904-03-13,Non-fictional Prose,Spanish,,,
Alma Española,578,"Acebal, Francisco",,http://viaf.org/viaf/25927607,M,Spain,1866,1933,38,Gacetillas: Caridad modernista,18,13 de marzo de 1904,1904-03-13,Non-fictional Prose,Spanish,,,
Alma Española,579,"Alas, Genaro",,http://viaf.org/viaf/18864833,M,Spain,1845,1918,59,Delincuencia primordial,18,13 de marzo de 1904,1904-03-13,Non-fictional Prose,Spanish,,,
Alma Española,580,"Acebal, Francisco",,http://viaf.org/viaf/25927607,M,Spain,1866,1933,38,Gacetillas: Chaffeur y Faraón,18,13 de marzo de 1904,1904-03-13,Non-fictional Prose,Spanish,,,
Alma Española,581,"Acebal, Francisco",,http://viaf.org/viaf/25927607,M,Spain,1866,1933,38,El buen juez,18,13 de marzo de 1904,1904-03-13,Non-fictional Prose,Spanish,,,
Alma Española,582,"Acuña, Rodrigo de",,First search unsuccessful,M,NA,NA,NA,NA,Alma granadina,18,13 de marzo de 1904,1904-03-13,Non-fictional Prose,Spanish,,,
Alma Española,583,"Sawa, Miguel",,http://viaf.org/viaf/87172319,M,Spain,1866,1910,38,Gacetillas: Fraternidad humana,18,13 de marzo de 1904,1904-03-13,Non-fictional Prose,Spanish,,,
Alma Española,584,Anonymous,,n.I.,NA,NA,NA,NA,NA,Caricaturas extranjeras,18,13 de marzo de 1904,1904-03-13,Image,n.I.,,,
Alma Española,585,Anonymous,,n.I.,NA,NA,NA,NA,NA,Caricaturas extranjeras,18,13 de marzo de 1904,1904-03-13,Image,n.I.,,,
Alma Española,586,Anonymous,,n.I.,NA,NA,NA,NA,NA,Caricaturas extranjeras,18,13 de marzo de 1904,1904-03-13,Image,n.I.,,,
Alma Española,587,Anonymous,,n.I.,NA,NA,NA,NA,NA,Caricaturas extranjeras,18,13 de marzo de 1904,1904-03-13,Image,n.I.,,,
Alma Española,588,Anonymous,,n.I.,NA,NA,NA,NA,NA,Caricaturas extranjeras,18,13 de marzo de 1904,1904-03-13,Image,n.I.,,,
Alma Española,589,Anonymous,,n.I.,NA,NA,NA,NA,NA,Caricaturas extranjeras,18,13 de marzo de 1904,1904-03-13,Image,n.I.,,,
Alma Española,590,"Verdugo Landi, Francisco",,http://viaf.org/viaf/87251831,M,Spain,1874,1959,30,Ridiculus mus,19,20 de marzo de 1904,1904-04-20,Image,n.I.,,,
Alma Española,591,"Abel, Edmundo",,First search unsuccessful,M,NA,NA,NA,NA,Enrique Serra,19,20 de marzo de 1904,1904-04-20,Non-fictional Prose,Spanish,,,
Alma Española,592,Anonymous,,n.I.,NA,NA,NA,NA,NA,Enrique Serra,19,20 de marzo de 1904,1904-04-20,Image,n.I.,,,
Alma Española,593,"Serra Auqué, Enric",,http://viaf.org/viaf/95921526,M,Spain,1859,1918,45,Un paisaje romano,19,20 de marzo de 1904,1904-04-20,Image,n.I.,,,
Alma Española,594,"Serra Auqué, Enric",,http://viaf.org/viaf/95921526,M,Spain,1859,1918,45,La calle de los sepulcros en Pompeya,19,20 de marzo de 1904,1904-04-20,Image,n.I.,,,
Alma Española,595,"Díaz Pérez, Viriato",,http://viaf.org/viaf/466145857065822921745,M,Spain,1875,1958,29,La superstición de los kilómetros cuadrados,19,20 de marzo de 1904,1904-04-20,Non-fictional Prose,Spanish,"Pía, Antonio",,
Alma Española,596,"Manrique de Lara, Manuel",,http://viaf.org/viaf/71726464,M,Spain,1863,1929,41,Notas musicales,19,20 de marzo de 1904,1904-04-20,Review,Spanish,,,
Alma Española,597,"Machado, Antonio",,http://viaf.org/viaf/7385547,M,Spain,1875,1939,29,Galerías,19,20 de marzo de 1904,1904-04-20,Lyricism,Spanish,,,
Alma Española,598,"Pérez Triana, Santiago",,http://viaf.org/viaf/71531251,M,Colombia,1858,1916,46,Apuntes internacionales: Yena ó Sedan,19,20 de marzo de 1904,1904-04-20,Non-fictional Prose,Spanish,,,
Alma Española,599,Anonymous,,n.I.,NA,NA,NA,NA,NA,Guillermo II,19,20 de marzo de 1904,1904-04-20,Image,n.I.,,,
Alma Española,600,"Martínez Sierra, Gregorio",,http://viaf.org/viaf/49350022,M,Spain,1881,1947,23,Los teatros: El dragón de fuego,19,20 de marzo de 1904,1904-04-20,Review,Spanish,,,
Alma Española,601,"Navarro Lamarca, Carlos",,http://viaf.org/viaf/90579257,M,Argentina,1868,NA,36,Kipling,19,20 de marzo de 1904,1904-04-20,Non-fictional Prose,Spanish,,,
Alma Española,602,Anonymous,,n.I.,NA,NA,NA,NA,NA,Kipling,19,20 de marzo de 1904,1904-04-20,Image,n.I.,,,
Alma Española,603,Anonymous,,n.I.,NA,NA,NA,NA,NA,Palacio de Fiestas,19,20 de marzo de 1904,1904-04-20,Image,n.I.,,,
Alma Española,604,"Raymond, de Penyafort, Saint",,http://viaf.org/viaf/79081365,M,Spain,1175,1275,deceased,Exposición de San Luis,19,20 de marzo de 1904,1904-04-20,Non-fictional Prose,Spanish,,,
Alma Española,605,"MacNeil, Hermon Atkins",,http://viaf.org/viaf/23221350,M,USA,1866,1947,38,Muchacha cabalgando sobre un pez,19,20 de marzo de 1904,1904-04-20,Image,n.I.,,,
Alma Española,606,"Conti, Isidoro",,First search unsuccessful,M,NA,NA,NA,NA,El Genio del Atlántico,19,20 de marzo de 1904,1904-04-20,Image,n.I.,,,
Alma Española,607,"Convoy, J. S. ",,First search unsuccessful,NA,NA,NA,NA,NA,Oklahoma,19,20 de marzo de 1904,1904-04-20,Image,n.I.,,,
Alma Española,608,"Heber, Carl Augustus",,http://viaf.org/viaf/310519466,M,Germany,1875,1956,29,Territorio indio,19,20 de marzo de 1904,1904-04-20,Image,n.I.,,,
Alma Española,609,"Roca, Venancio",,First search unsuccessful,M,NA,NA,NA,NA,La inmoralidad de los grandes,19,20 de marzo de 1904,1904-04-20,Non-fictional Prose,Spanish,,,
Alma Española,610,"Ruíz Castillo, José",,https://es.wikipedia.org/wiki/Jos%C3%A9_Ruiz-Castillo,M,Spain,1875,1945,29,Los libros (apuntes de un lector),19,20 de marzo de 1904,1904-04-20,Review,Spanish,,,
Alma Española,611,"Sancha Lengo, Francisco",,http://viaf.org/viaf/63482838,M,Spain,1874,1936,30,El hombre-globo,19,20 de marzo de 1904,1904-04-20,Image,n.I.,,,
Alma Española,612,"Francés, José",,http://viaf.org/viaf/100256859,M,Spain,1883,1964,21,Visto y leído: Glosar de semanarios,19,20 de marzo de 1904,1904-04-20,Magazine Review,Spanish,,,
Alma Española,613,"Serra Auqué, Enric",,http://viaf.org/viaf/95921526,M,Spain,1859,1918,45,Los pintores españoles en el extranjero: Vanidad rústico,19,20 de marzo de 1904,1904-04-20,Image,n.I.,,,
Alma Española,614,"Acebal, Francisco",,http://viaf.org/viaf/25927607,M,Spain,1866,1933,38,Gacetillas: Humanidad,19,20 de marzo de 1904,1904-04-20,Non-fictional Prose,Spanish,,,
Alma Española,615,"Acebal, Francisco",,http://viaf.org/viaf/25927607,M,Spain,1866,1933,38,Gacetillas: Una respuesta,19,20 de marzo de 1904,1904-04-20,Non-fictional Prose,Spanish,,,
Alma Española,616,"Acuña, Rodrigo de",,First search unsuccessful,M,NA,NA,NA,NA,"La guerra, madre de la paz",19,20 de marzo de 1904,1904-04-20,Non-fictional Prose,Spanish,,,
Alma Española,617,"Machado, Antonio",,http://viaf.org/viaf/7385547,M,Spain,1875,1939,29,Gacetillas: Trabajando para el porvenir,19,20 de marzo de 1904,1904-04-20,Non-fictional Prose,Spanish,,,
Alma Española,618,"Acebal, Francisco",,http://viaf.org/viaf/25927607,M,Spain,1866,1933,38,Gacetillas: Las raíces del mal,19,20 de marzo de 1904,1904-04-20,Non-fictional Prose,Spanish,,,
Alma Española,619,"Acebal, Francisco",,http://viaf.org/viaf/25927607,M,Spain,1866,1933,38,Gacetillas: Brandes,19,20 de marzo de 1904,1904-04-20,Non-fictional Prose,Spanish,,,
Alma Española,620,"Aguilera y Velasco, Alberto",,http://viaf.org/viaf/86771723,M,Spain,1842,1913,62,Ideas y proyectos de interés general,19,20 de marzo de 1904,1904-04-20,Non-fictional Prose,Spanish,,,
Alma Española,621,"Tovar, Manuel",,http://viaf.org/viaf/86533701,M,Spain,1875,1935,29,El Foxterrier de Osma,19,20 de marzo de 1904,1904-04-20,Image,n.I.,,,
Alma Española,622,Anonymous,,n.I.,NA,NA,NA,NA,NA,Caricaturas extranjeras,19,20 de marzo de 1904,1904-04-20,Image,n.I.,,,
Alma Española,623,Anonymous,,n.I.,NA,NA,NA,NA,NA,Caricaturas extranjeras,19,20 de marzo de 1904,1904-04-20,Image,n.I.,,,
Alma Española,624,Anonymous,,n.I.,NA,NA,NA,NA,NA,Caricaturas extranjeras,19,20 de marzo de 1904,1904-04-20,Image,n.I.,,,
Alma Española,625,Anonymous,,n.I.,NA,NA,NA,NA,NA,Caricaturas extranjeras,19,20 de marzo de 1904,1904-04-20,Image,n.I.,,,
Alma Española,626,Anonymous,,n.I.,NA,NA,NA,NA,NA,Caricaturas extranjeras,19,20 de marzo de 1904,1904-04-20,Image,n.I.,,,
Alma Española,627,Anonymous,,n.I.,NA,NA,NA,NA,NA,Caricaturas extranjeras,19,20 de marzo de 1904,1904-04-20,Image,n.I.,,,
Alma Española,628,"Abel, Edmundo",,First search unsuccessful,M,NA,NA,NA,NA,Un gran escultor educado en plena naturaleza,20,27 de marzo de 1904,1904-03-27,Non-fictional Prose,Spanish,,,
Alma Española,629,"Borglum, Solon Hannibal",,http://viaf.org/viaf/50949951,M,USA,1868,1922,36,Valiente jinete,20,27 de marzo de 1904,1904-03-27,Image,n.I.,,,
Alma Española,630,"Borglum, Solon Hannibal",,http://viaf.org/viaf/50949951,M,USA,1868,1922,36,No title,20,27 de marzo de 1904,1904-03-27,Image,n.I.,,,
Alma Española,631,"Borglum, Solon Hannibal",,http://viaf.org/viaf/50949951,M,USA,1868,1922,36,Un grupo escultórico,20,27 de marzo de 1904,1904-03-27,Image,n.I.,,,
Alma Española,632,"Mesa, Enrique de",,http://viaf.org/viaf/38628434,M,Spain,1878,1929,26,Cronista: Tristeza de cronista,20,27 de marzo de 1904,1904-03-27,Non-fictional Prose,Spanish,,,
Alma Española,633,"Borglum, Solon Hannibal",,http://viaf.org/viaf/50949951,M,USA,1868,1922,36,Vigilancia nocturna,20,27 de marzo de 1904,1904-03-27,Image,n.I.,,,
Alma Española,634,"Attwell Ocantos, Carlos Raúl",Claudio Frollo,https://www.wikidata.org/wiki/Q55460410,M,Argentina,1887,1942,17,Desde París (París-Barcelona),20,27 de marzo de 1904,1904-03-27,Non-fictional Prose,Spanish,,,
Alma Española,635,"Díaz Pérez, Viriato",,http://viaf.org/viaf/466145857065822921745,M,Spain,1875,1958,29,Zarathustra en Madrid,20,27 de marzo de 1904,1904-03-27,Fictional Prose,Spanish,,,
Alma Española,636,Anonymous,,n.I.,NA,NA,NA,NA,NA,No title,20,27 de marzo de 1904,1904-03-27,Image,n.I.,,,
Alma Española,637,Anonymous,,n.I.,NA,NA,NA,NA,NA,No title,20,27 de marzo de 1904,1904-03-27,Image,n.I.,,,
Alma Española,638,"Pérez Triana, Santiago",,http://viaf.org/viaf/71531251,M,Colombia,1858,1916,46,Apuntes internacionales: Política griega,20,27 de marzo de 1904,1904-03-27,Non-fictional Prose,Spanish,,,
Alma Española,639,"Crawford, Francis Marion",,http://viaf.org/viaf/4958780,M,Italy,1854,1909,50,No title,20,27 de marzo de 1904,1904-03-27,Non-fictional Prose,Spanish,,,
Alma Española,640,"González-Blanco, Pedro",,http://viaf.org/viaf/13393530,M,Spain,1879,1961,25,Alma española: 1. Los ciegos de España,20,27 de marzo de 1904,1904-03-27,Non-fictional Prose,Spanish,,,
Alma Española,641,"Castillo, Enrique del ",,First search unsuccessful,M,NA,NA,NA,NA,El Transiberiano,20,27 de marzo de 1904,1904-03-27,Non-fictional Prose,Spanish,,,
Alma Española,642,Anonymous,,n.I.,NA,NA,NA,NA,NA,No title,20,27 de marzo de 1904,1904-03-27,Image,n.I.,,,
Alma Española,643,"Rivero, R. del",,First search unsuccessful,NA,NA,NA,NA,NA,Actualidad triste. Los héroes de Baler: Armón conduciendo los restos de los héroes de Baler,20,27 de marzo de 1904,1904-03-27,Image,n.I.,,,
Alma Española,644,"Rivero, R. del",,First search unsuccessful,NA,NA,NA,NA,NA,Actualidad triste. Los héroes de Baler: Grupo de voluntarios de Filipinas y dos de los supervivientes,20,27 de marzo de 1904,1904-03-27,Image,n.I.,,,
Alma Española,645,"Medina, Vicente",,http://viaf.org/viaf/71516387,M,Spain,1866,1937,38,Alma murciana,20,27 de marzo de 1904,1904-03-27,Lyricism,Spanish,,,
Alma Española,646,Anonymous,,n.I.,NA,NA,NA,NA,NA,Alma murciana: Paisaje de la huerta,20,27 de marzo de 1904,1904-03-27,Image,n.I.,,,
Alma Española,647,Anonymous,,n.I.,NA,NA,NA,NA,NA,Alma murciana: En plena huerta,20,27 de marzo de 1904,1904-03-27,Image,n.I.,,,
Alma Española,648,Anonymous,,n.I.,NA,NA,NA,NA,NA,Alma murciana: Barrancas en la huerta,20,27 de marzo de 1904,1904-03-27,Image,n.I.,,,
Alma Española,649,"Villar Besada, Cesáreo del",Karikato,http://viaf.org/viaf/86926085,M,Spain,NA,1941,NA,Peines para calvos,20,27 de marzo de 1904,1904-03-27,Image,n.I.,,,
Alma Española,650,"Rey Marzal, Arturo",,http://datos.bne.es/persona/XX1637374.html,M,NA,NA,NA,NA,Costumbres valencianas: Las fallas,20,27 de marzo de 1904,1904-03-27,Non-fictional Prose,Spanish,,,
Alma Española,651,Anonymous,,n.I.,NA,NA,NA,NA,NA,Falla en la calle de la Corregería (primer premio),20,27 de marzo de 1904,1904-03-27,Image,n.I.,,,
Alma Española,652,"Vidal, Fabián",,http://viaf.org/viaf/173218492,M,Spain,1884,1919,20,Alrededor de un libro,20,27 de marzo de 1904,1904-03-27,Review,Spanish,,,
Alma Española,653,"Guerra, Ángel",,http://viaf.org/viaf/72665973,M,Spain,1874,1950,30,Vida artística: Los paisajes de Pradilla,20,27 de marzo de 1904,1904-03-27,Review,Spanish,,,
Alma Española,654,"Martínez Sierra, Gregorio",,http://viaf.org/viaf/49350022,M,Spain,1881,1947,23,Gacetillas: Nobles andanzas de mujer,20,27 de marzo de 1904,1904-03-27,Non-fictional Prose,Spanish,,,
Alma Española,655,"Francés, José",,http://viaf.org/viaf/100256859,M,Spain,1883,1964,21,Visto y leído: Glosar de semanarios,20,27 de marzo de 1904,1904-03-27,Magazine Review,Spanish,,,
Alma Española,656,Anonymous,,n.I.,NA,NA,NA,NA,NA,"Gente de letras: Luis de Tapia, autor de Salmos",20,27 de marzo de 1904,1904-03-27,Image,n.I.,,,
Alma Española,657,"Verdugo Landi, Francisco",,http://viaf.org/viaf/87251831,M,Spain,1874,1959,30,El Panteón de Maura,20,27 de marzo de 1904,1904-03-27,Image,n.I.,,,
Alma Española,658,Anonymous,,n.I.,NA,NA,NA,NA,NA,Caricatura extranjera,20,27 de marzo de 1904,1904-03-27,Image,n.I.,,,
Alma Española,659,Anonymous,,n.I.,NA,NA,NA,NA,NA,Caricatura extranjera,20,27 de marzo de 1904,1904-03-27,Image,n.I.,,,
Alma Española,660,"Querol, Agustín",,http://viaf.org/viaf/87597038,M,Spain,1860,1909,44,Monumento á Bolognesi,21,16 de abril de 1904,1904-04-16,Image,n.I.,,,
Alma Española,661,Editorial department,,n.I.,NA,NA,NA,NA,NA,Sin miedo a nada... ni a nadie,21,16 de abril de 1904,1904-04-16,Non-fictional Prose,Spanish,,,
Alma Española,662,"Dicenta, Joaquín",,http://viaf.org/viaf/68949187,M,Spain,1863,1917,41,Atavismo,21,16 de abril de 1904,1904-04-16,Non-fictional Prose,Spanish,,,
Alma Española,663,"Martínez Sierra, Gregorio",,http://viaf.org/viaf/49350022,M,Spain,1881,1947,23,El amor y la naturaleza,21,16 de abril de 1904,1904-04-16,Non-fictional Prose,Spanish,,,
Alma Española,664,"Querol, Agustín",,http://viaf.org/viaf/87597038,M,Spain,1860,1909,44,"Grupo lateral del Monumento á Bolognesi, que se ha de erigir en Lima (Perú)",21,16 de abril de 1904,1904-04-16,Image,n.I.,,,
Alma Española,665,Anonymous,,n.I.,NA,NA,NA,NA,NA,Agustín Querol: Monumento á Bolognesi,21,16 de abril de 1904,1904-04-16,Review,Spanish,,,
Alma Española,666,"Querol, Agustín",,http://viaf.org/viaf/87597038,M,Spain,1860,1909,44,Estatua de Bolognesi,21,16 de abril de 1904,1904-04-16,Image,n.I.,,,
Alma Española,667,"Pérez de Ayala, Ramón",,http://viaf.org/viaf/12320329,M,Spain,1880,1962,24,Nuestra señora de los poetas,21,16 de abril de 1904,1904-04-16,Lyricism,Spanish,,,
Alma Española,668,Anonymous,,n.I.,NA,NA,NA,NA,NA,Isabel II,21,16 de abril de 1904,1904-04-16,Non-fictional Prose,Spanish,,,
Alma Española,669,Anonymous,,n.I.,NA,NA,NA,NA,NA,Isabel de Borbón,21,16 de abril de 1904,1904-04-16,Image,n.I.,,,
Alma Española,670,"Maeztu, Ramiro de",,http://viaf.org/viaf/34495436,M,Spain,1875,1936,29,Los aplausos de las demás barcelonesas,21,16 de abril de 1904,1904-04-16,Non-fictional Prose,Spanish,,,
Alma Española,671,Anonymous,,n.I.,NA,NA,NA,NA,NA,Palma de Mallorca - Alrededores,21,16 de abril de 1904,1904-04-16,Image,n.I.,,,
Alma Española,672,Anonymous,,n.I.,NA,NA,NA,NA,NA,La casa del Archiduque,21,16 de abril de 1904,1904-04-16,Image,n.I.,,,
Alma Española,673,Anonymous,,n.I.,NA,NA,NA,NA,NA,El soberano de Mallorca,21,16 de abril de 1904,1904-04-16,Non-fictional Prose,Spanish,,,
Alma Española,674,"Mesa, Enrique de",,http://viaf.org/viaf/38628434,M,Spain,1878,1929,26,"Cuentos modernos: Cristo, solo",21,16 de abril de 1904,1904-04-16,Fictional Prose,Spanish,,,
Alma Española,675,Anonymous,,n.I.,NA,NA,NA,NA,NA,Palma de Mallorca - Un paisaje,21,16 de abril de 1904,1904-04-16,Image,n.I.,,,
Alma Española,676,Anonymous,,n.I.,NA,NA,NA,NA,NA,Palma de Mallorca - El Puerto,21,16 de abril de 1904,1904-04-16,Image,n.I.,,,
Alma Española,677,"Medina, Vicente",,http://viaf.org/viaf/71516387,M,Spain,1866,1937,38,Vida,21,16 de abril de 1904,1904-04-16,Lyricism,Spanish,,,
Alma Española,678,"Sawa, Miguel",,http://viaf.org/viaf/87172319,M,Spain,1866,1910,38,Gacetillas: Odio,21,16 de abril de 1904,1904-04-16,Non-fictional Prose,Spanish,,,
Alma Española,679a,"Sawa, Miguel",,http://viaf.org/viaf/87172319,M,Spain,1866,1910,38,Gacetillas: Silba,21,16 de abril de 1904,1904-04-16,Non-fictional Prose,Spanish,,,
Alma Española,679b,"Acebal, Francisco",,http://viaf.org/viaf/25927607,M,Spain,1866,1933,38,Gacetillas: Silba,21,16 de abril de 1904,1904-04-16,Non-fictional Prose,Spanish,,,
Alma Española,679c,"Urales, Federico",,http://viaf.org/viaf/22183379,M,Spain,1864,1942,40,Gacetillas: Silba,21,16 de abril de 1904,1904-04-16,Non-fictional Prose,Spanish,,,
Alma Española,680,"Sawa, Miguel",,http://viaf.org/viaf/87172319,M,Spain,1866,1910,38,Gacetillas: España en fiestas,21,16 de abril de 1904,1904-04-16,Non-fictional Prose,Spanish,,,
Alma Española,681,"Urales, Federico",,http://viaf.org/viaf/22183379,M,Spain,1864,1942,40,Gacetillas: Raza sin vigor,21,16 de abril de 1904,1904-04-16,Non-fictional Prose,Spanish,,,
Alma Española,682,Anonymous,,n.I.,NA,NA,NA,NA,NA,La fiesta de las cigarreras,21,16 de abril de 1904,1904-04-16,Image,n.I.,,,
Alma Española,683,Anonymous,,n.I.,NA,NA,NA,NA,NA,La fiesta de las cigarreras,21,16 de abril de 1904,1904-04-16,Image,n.I.,,,
Alma Española,684,"Villar Besada, Cesáreo del",Karikato,http://viaf.org/viaf/86926085,M,Spain,NA,1941,NA,Música del viaje,21,16 de abril de 1904,1904-04-16,Image,n.I.,,,
Alma Española,685,"Tapia, Luis de",,http://viaf.org/viaf/12041068,M,Spain,1871,1937,33,Música del viaje,21,16 de abril de 1904,1904-04-16,Lyricism,Spanish,,,
Alma Española,686,"Francés, José",,http://viaf.org/viaf/100256859,M,Spain,1883,1964,21,Visto y leído: Glosar de semanarios,21,16 de abril de 1904,1904-04-16,Magazine Review,Spanish,,,
Alma Española,687,Anonymous,,n.I.,NA,NA,NA,NA,NA,No title,21,16 de abril de 1904,1904-04-16,Image,n.I.,,,
Alma Española,688,Anonymous,,n.I.,NA,NA,NA,NA,NA,Caricatura extranjera,21,16 de abril de 1904,1904-04-16,Image,n.I.,,,
Alma Española,689,Anonymous,,n.I.,NA,NA,NA,NA,NA,Caricatura extranjera,21,16 de abril de 1904,1904-04-16,Image,n.I.,,,
Alma Española,690,Anonymous,,n.I.,NA,NA,NA,NA,NA,Caricatura extranjera,21,16 de abril de 1904,1904-04-16,Image,n.I.,,,
Alma Española,691,"Sancha Lengo, Francisco",,http://viaf.org/viaf/63482838,M,Spain,1874,1936,30,Directores de periódicas: José Ortega Munilla,22,23 de abril de 1904,1904-04-23,Image,n.I.,,,
Alma Española,692,Anonymous,,n.I.,NA,NA,NA,NA,NA,Los Luises,22,23 de abril de 1904,1904-04-23,Non-fictional Prose,Spanish,,,
Alma Española,693,Parsondes,,First search unsuccessful,NA,NA,NA,NA,NA,La mujer,22,23 de abril de 1904,1904-04-23,Non-fictional Prose,Spanish,,,
Alma Española,694,"Bueno, Manuel",,http://viaf.org/viaf/6747997,M,Spain,1874,1936,30,La sugestión anarquista,22,23 de abril de 1904,1904-04-23,Non-fictional Prose,Spanish,,,
Alma Española,695,"Carretero, Manuel",,http://viaf.org/viaf/303755433,M,Spain,1878,1908,26,Los condenados: El portero,22,23 de abril de 1904,1904-04-23,Non-fictional Prose,Spanish,,,
Alma Española,696,"Sancha Lengo, Francisco",,http://viaf.org/viaf/63482838,M,Spain,1874,1936,30,El portero de casa grande,22,23 de abril de 1904,1904-04-23,Image,n.I.,,,
Alma Española,697,"Sancha Lengo, Francisco",,http://viaf.org/viaf/63482838,M,Spain,1874,1936,30,La típica portera,22,23 de abril de 1904,1904-04-23,Image,n.I.,,,
Alma Española,698,"Sancha Lengo, Francisco",,http://viaf.org/viaf/63482838,M,Spain,1874,1936,30,No title,22,23 de abril de 1904,1904-04-23,Image,n.I.,,,
